market,drawdown_threshold,freq,horizon,target,indicator,pseudo_r2,p_value,z_score,coef,odds_ratio,n_obs,n_crisis
DAX,0.03,D,5,Crisis_next_5D,HY_Spread,0.01718558312294316,3.5185712004629605e-14,7.577654785476302,0.09601023173020336,1.100770326721359,4367,446
DAX,0.03,D,5,Crisis_next_5D,Yield_Curve,0.007272564210791477,5.682068383572619e-06,4.537887029297098,0.2584546941928202,1.2949274807890998,4367,446
DAX,0.03,D,5,Crisis_next_5D,Neely,0.026356868692776758,4.888346523952086e-19,8.914768907466263,0.9129015694985386,2.4915414358811416,4367,446
DAX,0.03,D,5,Crisis_next_5D,PatroCorr,0.00041748007534159193,0.2748805277342181,1.0918921062723574,0.36171043963300564,1.435783135871028,4367,446
DAX,0.03,D,5,Crisis_next_5D,SahmIndicator,2.0364217382162764e-05,0.8106454328863762,-0.2395934630987077,-0.057088176108900116,0.9445107824090103,4367,446
DAX,0.03,D,5,Crisis_next_5D,VIX,0.02646243188630315,8.342242467933703e-20,9.108638267857062,0.048439296513611896,1.0496316535855892,4367,446
DAX,0.03,D,5,Crisis_next_5D,M2_Growth,0.0004306981746867722,0.2675718091041467,1.1086717591809807,0.043053741755077354,1.0439939994128389,4367,446
DAX,0.03,D,5,Crisis_next_5D,BuffettDeviation,0.006584501495014772,1.1396247419895623e-05,-4.388829299351356,-1.4029239820741906,0.24587697197426892,4367,446
DAX,0.03,D,5,Crisis_next_5D,Systemic_Corr,0.00439844381494936,0.0004585158234717394,3.503889355575513,2.1225430518341084,8.352350964208659,4367,446
DAX,0.03,D,5,Crisis_next_5D,Shiller_CAPE,0.017411191961006822,1.4869490696378557e-12,-7.0757012370595005,-0.06875444660429968,0.9335558897542483,4367,446
DAX,0.03,D,5,Crisis_next_5D,YC_10Y3M,0.007272564210791477,5.682068383572619e-06,4.537887029297098,0.2584546941928202,1.2949274807890998,4367,446
DAX,0.03,D,5,Crisis_next_5D,CFNAI,0.007767550278496849,8.567128039876172e-07,-4.921983861549914,-0.15599453852902867,0.8555638629954606,4367,446
DAX,0.03,D,5,Crisis_next_5D,CISS,0.020071028109404865,2.053753411892237e-15,7.938055562605779,1.7936742709289153,6.011499816625739,4367,446
DAX,0.03,D,5,Crisis_next_5D,Downside_Beta,0.015630092028268705,7.055618546037205e-11,-6.519470134673096,-1.5758233527385683,0.20683718259271233,4367,446
DAX,0.03,D,5,Crisis_next_5D,NFCI,0.01974149455745311,2.765687519898557e-16,8.183128156819102,0.6806352939422627,1.9751321232078063,4367,446
DAX,0.03,D,5,Crisis_next_5D,EPU,6.412956274082227e-05,0.6654072287325142,0.43245984788609704,0.00019601339341641496,1.0001960326052968,4367,446
DAX,0.03,D,5,Crisis_next_5D,RSkew,0.0007344182051128856,0.1456286017796219,-1.4551468847997089,-0.12404876800201968,0.8833367612633486,4367,446
DAX,0.03,D,5,Crisis_next_5D,RSV_Ratio,0.010407063323283006,5.075682442801056e-08,5.4486386190055525,2.512310188345265,12.333389627347993,4367,446
DAX,0.03,D,5,Crisis_next_5D,HillTail,0.002072798860352054,0.015573028475296747,-2.418771284364174,-1.587187674545679,0.2044999241210256,4367,446
DAX,0.03,D,10,Crisis_next_10D,HY_Spread,0.005534424617193001,3.0635298520605635e-06,4.666513862915631,0.05770964472913075,1.059407346541604,4362,624
DAX,0.03,D,10,Crisis_next_10D,Yield_Curve,0.008156395789524873,8.76764319777005e-08,5.350572471469152,0.2641135718080676,1.3022760897525882,4362,624
DAX,0.03,D,10,Crisis_next_10D,Neely,0.015921977145079924,1.2231119773406857e-14,7.713606501084882,0.6993096458678856,2.012362984723432,4362,624
DAX,0.03,D,10,Crisis_next_10D,PatroCorr,0.00015718562883726417,0.4521785928631683,-0.7517879446742085,-0.2112556404547599,0.8095670823285058,4362,624
DAX,0.03,D,10,Crisis_next_10D,SahmIndicator,0.0004241005044995916,0.22356270152339797,-1.2171091192208796,-0.2588717630956979,0.7719220055853194,4362,624
DAX,0.03,D,10,Crisis_next_10D,VIX,0.005885483299737371,2.0873540922087136e-06,4.744777729563361,0.023988212852324612,1.0242782445005376,4362,624
DAX,0.03,D,10,Crisis_next_10D,M2_Growth,0.00018186915325202335,0.42085698512024594,0.8049353547823851,0.026879735624857713,1.0272442544460283,4362,624
DAX,0.03,D,10,Crisis_next_10D,BuffettDeviation,5.6149843756791995e-06,0.8893672322749882,-0.13910493032063329,-0.03951325817217489,0.9612572093925269,4362,624
DAX,0.03,D,10,Crisis_next_10D,Systemic_Corr,0.001243347859136601,0.036110513725667454,2.0956808276244594,1.0721471903718747,2.9216461001538487,4362,624
DAX,0.03,D,10,Crisis_next_10D,Shiller_CAPE,0.0053767887123500335,1.109504066043827e-05,-4.394651886069375,-0.037002825099861,0.963673412871583,4362,624
DAX,0.03,D,10,Crisis_next_10D,YC_10Y3M,0.008156395789524873,8.76764319777005e-08,5.350572471469152,0.2641135718080676,1.3022760897525882,4362,624
