Date,EXH1.DE,EXV1.DE,EXV3.DE,EXV4.DE,EXV5.DE,EXV9.DE,EXX1.DE,^STOXX50E
2008-05-27,25.218027114868164,20.517227172851562,21.590469360351562,27.1216983795166,19.326868057250977,10.721283912658691,20.04795265197754,3711.030029296875
2008-05-28,25.257835388183594,20.59349822998047,22.054950714111328,27.283872604370117,19.536327362060547,10.906515121459961,20.15276336669922,3743.179931640625
2008-05-29,25.587779998779297,20.493759155273438,21.960342407226562,27.500106811523438,19.504589080810547,10.780559539794922,20.071243286132812,3752.239990234375
2008-05-30,25.400053024291992,20.652172088623047,22.338823318481445,27.538721084594727,19.606138229370117,10.943564414978027,20.356569290161133,3777.85009765625
2008-06-02,25.109928131103516,20.276676177978516,21.874324798583984,27.762680053710938,19.168195724487305,10.80278491973877,20.018840789794922,3720.5
2008-06-03,25.28627586364746,20.347082138061523,22.158185958862305,27.893970489501953,19.085676193237305,10.862061500549316,19.937326431274414,3737.340087890625
2008-06-04,24.450044631958008,20.194530487060547,21.951744079589844,27.52327537536621,18.965084075927734,10.995427131652832,19.762645721435547,3699.050048828125
2008-06-05,24.4614315032959,20.159330368041992,21.495849609375,27.46921157836914,18.8444881439209,11.010249137878418,19.60542106628418,3682.830078125
2008-06-06,24.45572853088379,19.47287940979004,21.125967025756836,26.944082260131836,18.15265464782715,10.617554664611816,18.99985122680664,3596.699951171875
2008-06-09,24.910825729370117,19.114992141723633,20.816307067871094,26.751018524169922,18.032068252563477,10.439732551574707,18.691238403320312,3597.340087890625
2008-06-10,24.523998260498047,19.097393035888672,20.704484939575195,26.64289093017578,17.987638473510742,10.491594314575195,18.63884162902832,3574.699951171875
2008-06-11,24.472803115844727,18.575214385986328,20.523853302001953,26.48072624206543,17.49256134033203,10.306365013122559,18.248703002929688,3509.389892578125
2008-06-12,24.370403289794922,19.01525115966797,20.66147232055664,26.658344268798828,17.6004638671875,10.424909591674805,18.603900909423828,3542.590087890625
2008-06-13,24.262325286865234,19.232332229614258,20.790502548217773,26.666067123413086,17.75279426574707,10.565690994262695,18.714527130126953,3562.669921875
2008-06-16,24.427289962768555,19.12672233581543,20.695878982543945,26.57340431213379,17.6893253326416,10.439732551574707,18.534021377563477,3532.830078125
2008-06-17,24.421598434448242,19.296865463256836,20.91952896118164,26.465274810791016,18.120922088623047,10.46937084197998,18.77275848388672,3555.580078125
2008-06-18,23.94943618774414,18.833375930786133,20.532451629638672,26.712406158447266,17.87973976135254,10.261909484863281,18.347694396972656,3507.969970703125
2008-06-19,23.90961456298828,18.53415298461914,20.076555252075195,26.81279182434082,17.765487670898438,10.224860191345215,18.08567237854004,3486.7099609375
2008-06-20,23.568300247192383,18.223190307617188,19.82710075378418,26.604290008544922,17.5052547454834,10.084084510803223,17.806177139282227,3426.580078125
2008-06-23,23.903928756713867,18.011980056762695,19.60344696044922,26.88231086730957,17.24502944946289,10.002581596374512,17.614023208618164,3427.330078125
2008-06-24,23.767391204833984,18.058917999267578,19.543235778808594,27.07536506652832,16.800731658935547,9.928484916687012,17.608198165893555,3404.52001953125
2008-06-25,23.716196060180664,18.581079483032227,20.136760711669922,27.291593551635742,17.333885192871094,10.217449188232422,18.08567237854004,3460.39990234375
2008-06-26,23.471582412719727,17.78902816772461,19.534637451171875,27.191207885742188,16.65475082397461,9.928484916687012,17.299589157104492,3366.35009765625
2008-06-27,23.738956451416016,17.648216247558594,18.932514190673828,26.998136520385742,16.50242042541504,9.87662124633789,17.148197174072266,3340.27001953125
2008-06-30,24.296451568603516,17.501535415649414,19.035736083984375,27.42287826538086,16.572242736816406,9.906259536743164,17.037565231323242,3352.81005859375
2008-07-01,23.738956451416016,17.00870132446289,18.717472076416016,27.175765991210938,16.15967559814453,9.639525413513184,16.571735382080078,3292.860107421875
2008-07-02,23.420392990112305,17.084976196289062,18.57984161376953,27.631389617919922,16.115243911743164,9.387604713439941,16.699838638305664,3288.52001953125
2008-07-03,23.2042179107666,17.49567222595215,18.898117065429688,27.97890853881836,16.197755813598633,9.528382301330566,17.101612091064453,3330.89990234375
2008-07-04,23.016489028930664,16.991104125976562,18.829294204711914,27.924846649169922,15.975611686706543,9.283879280090332,16.548442840576172,
2008-07-07,23.608118057250977,17.00283432006836,19.20777702331543,27.924846649169922,16.115243911743164,9.513562202453613,16.589200973510742,3332.659912109375
2008-07-08,22.90271759033203,16.69188117980957,18.820688247680664,28.249202728271484,15.893097877502441,9.572837829589844,16.286420822143555,3287.60009765625
2008-07-09,22.874271392822266,17.20819091796875,19.293792724609375,28.71255874633789,16.089860916137695,9.721023559570312,16.810468673706055,3342.47998046875
2008-07-10,22.197317123413086,16.944162368774414,19.15616226196289,28.488601684570312,15.829626083374023,9.417244911193848,16.589200973510742,3283.010009765625
2008-07-11,22.220075607299805,16.245983123779297,18.726064682006836,27.639114379882812,15.315513610839844,9.0393705368042,15.948691368103027,3197.780029296875
2008-07-14,22.04941177368164,16.398527145385742,18.726064682006836,27.60050392150879,15.582085609436035,9.187553405761719,16.08261489868164,3216.239990234375
