Date,CISS
1980-01-04,0.086991396194897
1980-01-07,0.0972577353852337
1980-01-08,0.0977732800737617
1980-01-09,0.1069369335761382
1980-01-10,0.1136692312346959
1980-01-11,0.116347689500394
1980-01-14,0.1156059251029918
1980-01-15,0.1176707379354714
1980-01-16,0.1220682835564327
1980-01-17,0.1293449196268813
1980-01-18,0.1363324357714118
1980-01-21,0.1413351075114754
1980-01-22,0.1253069409601674
1980-01-23,0.1352576324836134
1980-01-24,0.1453422359940196
1980-01-25,0.151919342005264
1980-01-28,0.1544055966255968
1980-01-29,0.154229607332769
1980-01-30,0.1543126880101748
1980-01-31,0.1317809702362904
1980-02-01,0.1092788041147155
1980-02-04,0.0874449869780824
1980-02-05,0.0892690642671324
1980-02-06,0.0869529557197493
1980-02-07,0.0838468190077563
1980-02-08,0.0797239843243998
1980-02-11,0.0599790463045165
1980-02-12,0.0492905252806712
1980-02-13,0.0490679677423547
1980-02-14,0.0383402631388564
1980-02-15,0.0424543473215081
1980-02-18,0.0452747644566883
1980-02-19,0.0465795202407111
1980-02-20,0.0577509436781334
1980-02-21,0.065320133736522
1980-02-22,0.0629321271643467
1980-02-25,0.0675901368927315
1980-02-26,0.0964391552780365
1980-02-27,0.1100367717135566
1980-02-28,0.129115155584175
1980-02-29,0.1316632700464553
1980-03-03,0.095145019606743
1980-03-04,0.0933770260909857
1980-03-05,0.1033471893624888
1980-03-06,0.1054664919165066
1980-03-07,0.1082557560650308
1980-03-10,0.1136480264348943
1980-03-11,0.118630048815602
1980-03-12,0.1214751698881385
1980-03-13,0.1187722593490312
1980-03-14,0.1005917900467668
1980-03-17,0.1077912925752034
1980-03-18,0.1419168443816955
1980-03-19,0.1737873974720102
1980-03-20,0.1872668736202083
1980-03-21,0.1944803320975011
1980-03-24,0.1979524054206294
1980-03-25,0.2182710483750823
1980-03-26,0.2101797619005516
1980-03-27,0.2107601562177974
1980-03-28,0.234352733416142
1980-03-31,0.2295204585073487
1980-04-01,0.2384186142684611
1980-04-02,0.2684110688693704
1980-04-03,0.2726809159864921
1980-04-04,0.2664301346313033
1980-04-07,0.2544426983919154
1980-04-08,0.2471959308998773
1980-04-09,0.2925832949118729
1980-04-10,0.2976047275563858
1980-04-11,0.3013518015712405
1980-04-14,0.3266293805571436
1980-04-15,0.3307003938578655
1980-04-16,0.3320051030713574
1980-04-17,0.2866595280274331
1980-04-18,0.2877846241811796
1980-04-21,0.2856476291186632
1980-04-22,0.290055299687959
1980-04-23,0.2848942313057243
1980-04-24,0.2897197041530463
1980-04-25,0.2882079825606776
1980-04-28,0.2827329520862583
1980-04-29,0.3018039852279498
1980-04-30,0.306412417834368
1980-05-01,0.2979671877993998
1980-05-02,0.2966008619400987
1980-05-05,0.2749307035220075
1980-05-06,0.2892424300380683
1980-05-07,0.2824512734392113
1980-05-08,0.2641537660445293
1980-05-09,0.2696234251481787
1980-05-12,0.2840433461323756
1980-05-13,0.2780383751543327
1980-05-14,0.2698632589337603
1980-05-15,0.2497001083986726
1980-05-16,0.2373447110679339
1980-05-19,0.2185473738681439
1980-05-20,0.2078012664684214
1980-05-21,0.1958571504411057
1980-05-22,0.1876638812592943
1980-05-23,0.1818976258718009
1980-05-26,0.176105331198576
1980-05-27,0.1821124851980511
1980-05-28,0.1785700274386673
1980-05-29,0.1680122264319813
1980-05-30,0.1620593377966604
1980-06-02,0.1667939465420517
1980-06-03,0.1678739906359652
1980-06-04,0.1691558644756978
1980-06-05,0.18917884603183
1980-06-06,0.1910430316153968
1980-06-09,0.1925208738776853
1980-06-10,0.2084715322395544
1980-06-11,0.2160752484832908
1980-06-12,0.2092302147101427
1980-06-13,0.1474113739680372
1980-06-16,0.1308308150163618
1980-06-17,0.1251986234058205
1980-06-18,0.1212299340459904
1980-06-19,0.1121306376909687
1980-06-20,0.1050899856646635
1980-06-23,0.0818662730906954
1980-06-24,0.0738405839730759
1980-06-25,0.0679773573479126
1980-06-26,0.0646463466696317
1980-06-27,0.0619743634464525
1980-06-30,0.0564060144836922
1980-07-01,0.0550391810150198
1980-07-02,0.0403631322921446
1980-07-03,0.0342843981352199
1980-07-04,0.0376265839297423
1980-07-07,0.0387307294942163
1980-07-08,0.0336176155924776
1980-07-09,0.0348414308058598
1980-07-10,0.0349772714461108
1980-07-11,0.0355233957857956
1980-07-14,0.0372053727870173
1980-07-15,0.0439753474179682
1980-07-16,0.0386000306749138
1980-07-17,0.0315764653247359
1980-07-18,0.0363978079759011
1980-07-21,0.0375097907654906
1980-07-22,0.0382402673648215
1980-07-23,0.0297129730974075
1980-07-24,0.035289901351958
1980-07-25,0.0383720400362733
1980-07-28,0.0360321287910139
1980-07-29,0.0422888249665723
1980-07-30,0.0443209237617357
1980-07-31,0.0420180873293603
1980-08-01,0.0441108406881258
1980-08-04,0.0460142624920109
1980-08-05,0.0461570532445791
1980-08-06,0.0459450817814288
1980-08-07,0.0437129659950947
1980-08-08,0.0442993327292742
1980-08-11,0.0401660671438997
1980-08-12,0.0526384075228728
1980-08-13,0.0591477929092992
1980-08-14,0.0590561790737565
1980-08-15,0.0637680146334597
1980-08-18,0.0529057250347661
1980-08-19,0.0610020633779361
1980-08-20,0.0654598887038642
1980-08-21,0.0568692831022424
1980-08-22,0.0586323064321273
1980-08-25,0.0521005303393958
1980-08-26,0.0823835258925846
1980-08-27,0.0902752612931909
1980-08-28,0.0836357730918592
1980-08-29,0.0883601823531706
1980-09-01,0.0842004844066112
1980-09-02,0.0965029213373466
1980-09-03,0.1014370242037564
1980-09-04,0.0988440635552581
1980-09-05,0.1005655289367025
1980-09-08,0.1051615715352844
1980-09-09,0.0951398686077409
1980-09-10,0.0913179123783809
1980-09-11,0.086396364010442
1980-09-12,0.0953651521060964
1980-09-15,0.0912813907368959
1980-09-16,0.1007905744394745
1980-09-17,0.1028353008018479
1980-09-18,0.1026481151928051
1980-09-19,0.1171490296032865
1980-09-22,0.1185557951461137
1980-09-23,0.1101392344411044
1980-09-24,0.1212329376728407
1980-09-25,0.1304455927816322
1980-09-26,0.1326468027514735
1980-09-29,0.1313873921895603
1980-09-30,0.1381319202837195
1980-10-01,0.1338917291108766
1980-10-02,0.1375212969864289
1980-10-03,0.1342669256390534
1980-10-06,0.1295173832855831
1980-10-07,0.1279155999926121
1980-10-08,0.129147923209222
1980-10-09,0.1289344388167989
1980-10-10,0.1261261667269772
1980-10-13,0.1346413932423592
1980-10-14,0.1308245260820193
1980-10-15,0.1178446155600292
1980-10-16,0.1180403571027304
1980-10-17,0.1095827890408102
1980-10-20,0.1017425074014108
1980-10-21,0.1088111337518967
1980-10-22,0.1177460881030647
1980-10-23,0.1299732000007696
1980-10-24,0.1454370565097356
1980-10-27,0.148538510110044
1980-10-28,0.1532524289081095
1980-10-29,0.1609323381030498
1980-10-30,0.1641335929952776
1980-10-31,0.144574154737164
1980-11-03,0.1475739575031557
1980-11-04,0.148111181058714
1980-11-05,0.1391992463469029
1980-11-06,0.128194103859657
1980-11-07,0.1232451499570218
1980-11-10,0.1383240863499703
1980-11-11,0.1743837140201666
1980-11-12,0.2015923828204192
1980-11-13,0.2122826357417048
1980-11-14,0.2195229048305745
1980-11-17,0.2373354060651729
1980-11-18,0.2428112229200555
1980-11-19,0.2505265196323847
1980-11-20,0.2422712599110458
1980-11-21,0.2421682845045367
1980-11-24,0.2253078648435529
1980-11-25,0.2170631759552634
1980-11-26,0.220872479238628
1980-11-27,0.2109011260166929
1980-11-28,0.1954405200369696
1980-12-01,0.1913229316818855
1980-12-02,0.1822204465528406
1980-12-03,0.1590228134967061
1980-12-04,0.1504726792353999
1980-12-05,0.1647992238877242
1980-12-08,0.1647685565468687
1980-12-09,0.1672885567236166
1980-12-10,0.1982342301976615
1980-12-11,0.2174711389835316
1980-12-12,0.2479307862459877
1980-12-15,0.2642645647605927
1980-12-16,0.2541167053800071
1980-12-17,0.2696862988702274
1980-12-18,0.2744647386987114
1980-12-19,0.2738863995512923
1980-12-22,0.2577311331495834
1980-12-23,0.2614161044175916
1980-12-24,0.253445142991565
1980-12-25,0.2401215724500403
1980-12-26,0.2222765345529405
1980-12-29,0.2241892945369246
1980-12-30,0.2141082393892547
1980-12-31,0.2086178901008837
1981-01-01,0.1882225036756331
1981-01-02,0.1967983587089908
1981-01-05,0.1903824314659976
1981-01-06,0.1886184529826448
1981-01-07,0.1893158755279539
1981-01-08,0.1961198995850938
1981-01-09,0.1793495928453169
1981-01-12,0.1789776844815007
1981-01-13,0.1877698112077041
1981-01-14,0.1753554579627174
1981-01-15,0.1760396132934337
1981-01-16,0.1975067513555366
1981-01-19,0.1886285511324744
1981-01-20,0.1772504870602935
1981-01-21,0.1725347411142384
1981-01-22,0.179466591690794
1981-01-23,0.1611528265700386
1981-01-26,0.161922241079407
1981-01-27,0.1323416782957784
1981-01-28,0.1386676379976458
1981-01-29,0.1334816020365632
1981-01-30,0.1343422801597874
1981-02-02,0.1116857666062895
1981-02-03,0.1266245075289409
1981-02-04,0.1281264938597001
1981-02-05,0.1168928183518219
1981-02-06,0.1274505779285218
1981-02-09,0.1402027610906873
1981-02-10,0.1478183811468727
1981-02-11,0.1393631018146489
1981-02-12,0.1491614451910894
1981-02-13,0.1527192994663403
1981-02-16,0.1727699373892157
1981-02-17,0.192119851031869
1981-02-18,0.2116818855234441
1981-02-19,0.2200985790802145
1981-02-20,0.2528033644388334
1981-02-23,0.287454580109929
1981-02-24,0.300205140099148
1981-02-25,0.3086403592933707
1981-02-26,0.3192627282303574
1981-02-27,0.3164178585602643
1981-03-02,0.3181956466504577
1981-03-03,0.3270840641997902
1981-03-04,0.3298680715328497
1981-03-05,0.321265140426084
1981-03-06,0.3164964315704367
1981-03-09,0.309502318379047
1981-03-10,0.3011665823751924
1981-03-11,0.3066013580384773
1981-03-12,0.3001907758373388
1981-03-13,0.2839176141630566
1981-03-16,0.2689189147022684
1981-03-17,0.2699889980613002
1981-03-18,0.2736989357471914
1981-03-19,0.2778311159120158
1981-03-20,0.2700453938181946
1981-03-23,0.2800098229914264
1981-03-24,0.2761918624520248
1981-03-25,0.2639871077793506
1981-03-26,0.2546654849434702
1981-03-27,0.2696308290591915
1981-03-30,0.2605387427199062
1981-03-31,0.2685528939011269
1981-04-01,0.2320280344327165
1981-04-02,0.2075954477690095
1981-04-03,0.2152261528522751
1981-04-06,0.2332391710484914
1981-04-07,0.2187455129102776
1981-04-08,0.2192097747756381
1981-04-09,0.2013397228809795
1981-04-10,0.1898697444145304
1981-04-13,0.1770298297875115
1981-04-14,0.1594559708544262
1981-04-15,0.1467261095894859
1981-04-16,0.1331713019208769
1981-04-17,0.1193366837844046
1981-04-20,0.1080334480235791
1981-04-21,0.1012206079881942
1981-04-22,0.0953912025657983
1981-04-23,0.08950558063155
1981-04-24,0.0850937710687529
1981-04-27,0.0898702109556267
1981-04-28,0.0924880786620983
1981-04-29,0.0895433450694669
1981-04-30,0.0741974412483804
1981-05-01,0.0591886906334044
1981-05-04,0.0587362090603653
1981-05-05,0.0664877020661441
1981-05-06,0.0871342801275499
1981-05-07,0.0996182134433392
1981-05-08,0.1063222771747641
1981-05-11,0.1231659786174116
1981-05-12,0.1342503714390048
1981-05-13,0.1271560785956022
1981-05-14,0.1347965065158333
1981-05-15,0.124156548605991
1981-05-18,0.1198790680963839
1981-05-19,0.1140328908539693
1981-05-20,0.1074458776040515
1981-05-21,0.1202426867483629
1981-05-22,0.117451061062768
1981-05-25,0.1203560883880873
1981-05-26,0.1198503914502061
1981-05-27,0.116675919010887
1981-05-28,0.1126521202764535
1981-05-29,0.1138456625385372
1981-06-01,0.1035656142723463
1981-06-02,0.1183341210017849
1981-06-03,0.1221009750012988
1981-06-04,0.1371795958420281
1981-06-05,0.1440057707877939
1981-06-08,0.145741727280276
1981-06-09,0.1416126380354694
1981-06-10,0.1355904776914201
1981-06-11,0.1211321180571424
1981-06-12,0.1331385493894505
1981-06-15,0.1445199867197045
1981-06-16,0.1455851800521786
1981-06-17,0.1456231497983474
1981-06-18,0.1439034371855026
1981-06-19,0.1427261015303786
1981-06-22,0.1355635616156845
1981-06-23,0.1253090248527846
1981-06-24,0.1209635146737715
1981-06-25,0.1154611710856061
1981-06-26,0.1152513626120684
1981-06-29,0.1054572045218722
1981-06-30,0.1007247669802282
