Date,1615.T,1617.T,1618.T,1619.T,1620.T,1621.T,1622.T,1623.T,1624.T,1625.T
2008-10-22,131.89254760742188,11016.4248046875,7008.48193359375,6126.84716796875,7690.9736328125,8624.2314453125,7118.0302734375,10966.11328125,9649.62109375,7417.38671875
2008-10-23,126.96427917480469,10797.8408203125,6810.19873046875,6011.6748046875,7726.86474609375,8656.498046875,6814.19775390625,10650.3759765625,9379.8642578125,7084.65771484375
2008-10-24,115.929931640625,10013.7685546875,6299.0830078125,5596.4697265625,7189.52294921875,8171.5537109375,6362.04150390625,9685.3125,8491.6552734375,6294.83740234375
2008-10-27,101.55956268310547,9346.4619140625,5803.0927734375,5222.1884765625,6720.32080078125,7764.224609375,5784.52978515625,8848.068359375,7835.857421875,5843.02783203125
2008-10-28,99.63826751708984,10003.525390625,6134.15380859375,5652.28125,7362.87939453125,7996.69775390625,6334.5302734375,10094.3720703125,8393.244140625,6364.8984375
2008-10-29,104.52051544189453,10675.916015625,6487.1123046875,6102.90087890625,7714.82080078125,8488.2568359375,6971.060546875,10486.00390625,8965.8388671875,6792.80517578125
2008-10-30,114.96925354003906,11083.6630859375,7063.47900390625,6646.26611328125,8273.3955078125,9163.1494140625,7782.6123046875,11562.9072265625,9892.2265625,7455.66552734375
2008-10-31,110.63972473144531,10898.0400390625,6652.04248046875,6555.67236328125,7969.54443359375,8583.2685546875,7288.5126953125,11225.74609375,9525.4287109375,7191.61279296875
2008-11-04,117.33800506591797,11411.1552734375,7064.74462890625,6891.56298828125,8372.4345703125,9121.8125,7507.1025390625,11921.857421875,10188.525390625,7635.4541015625
2008-11-05,128.68820190429688,11644.3740234375,7701.2353515625,7232.45751953125,8641.73828125,9102.7822265625,8295.0048828125,12650.7685546875,11291.5810546875,8216.9951171875
2008-11-06,121.05558013916016,11207.4384765625,6945.12939453125,6678.4482421875,8279.8935546875,8688.91015625,7492.87451171875,11774.3671875,10477.671875,7478.61572265625
2008-11-07,119.02243041992188,11124.791015625,6571.7294921875,6435.369140625,8002.98193359375,8522.6787109375,6874.0966796875,10931.9794921875,10131.6376953125,7184.4248046875
2008-11-10,122.81897735595703,11398.369140625,6974.74755859375,6822.12939453125,8393.4296875,9017.2861328125,7068.15869140625,11795.9111328125,10894.513671875,7530.9228515625
2008-11-11,118.6736831665039,11152.0576171875,6691.21728515625,6638.22119140625,8122.4619140625,8833.13671875,6755.31494140625,11374.5068359375,10633.046875,7207.89453125
2008-11-12,115.88382720947266,10837.58203125,6465.21435546875,6491.49853515625,8033.48486328125,8756.4150390625,6598.92822265625,11039.46484375,10525.0556640625,7086.3896484375
2008-11-13,110.11992645263672,10618.228515625,6123.26806640625,6329.63623046875,7759.9814453125,8571.0771484375,6271.37939453125,10323.927734375,9890.78125,6631.376953125
2008-11-14,109.40272521972656,10826.7998046875,6391.041015625,6378.796875,7880.09521484375,8728.23828125,6404.32275390625,10466.2119140625,10049.806640625,6775.7451171875
2008-11-17,109.1987533569336,10921.53515625,6357.49755859375,6425.23291015625,7915.828125,8939.0751953125,6440.98046875,10386.14453125,10189.4365234375,6851.95458984375
2008-11-18,105.718017578125,10844.12890625,6293.0703125,6375.501953125,7820.990234375,8739.462890625,6286.76025390625,10400.7890625,9988.3544921875,6663.76708984375
2008-11-19,101.32929229736328,10840.4326171875,6353.70068359375,6342.49560546875,7791.11865234375,8896.849609375,6252.6787109375,10103.875,9781.7978515625,6617.0869140625
2008-11-20,95.48638153076172,10550.6796875,5971.62890625,5957.318359375,7419.29150390625,8472.048828125,5946.0673828125,9427.5546875,9154.4453125,6168.65625
2008-11-21,99.69747924804688,10737.6875,6198.455078125,6160.17041015625,7509.53466796875,8570.8544921875,6147.787109375,9929.0302734375,9633.2705078125,6431.41064453125
2008-11-25,105.11925506591797,11133.572265625,6338.95458984375,6344.5869140625,7837.390625,8716.34375,6306.13916015625,10399.517578125,9902.6435546875,6628.6923828125
2008-11-26,102.13202667236328,10878.48046875,6357.37109375,6264.8271484375,7714.34521484375,8485.87890625,6106.25048828125,10222.5546875,9707.26953125,6478.349609375
2008-11-27,105.3034896850586,11198.8095703125,6604.38623046875,6357.57470703125,7794.4482421875,8719.01953125,6053.32958984375,10414.1650390625,9901.048828125,6550.404296875
2008-11-28,107.15242004394531,11194.650390625,6838.046875,6416.9970703125,7861.55615234375,8677.3876953125,6161.67724609375,10993.771484375,10203.05078125,6564.34619140625
2008-12-01,106.9155502319336,11019.1962890625,6671.66162109375,6255.4501953125,7778.44189453125,8639.322265625,6016.197265625,10945.0517578125,10009.650390625,6467.783203125
2008-12-02,99.78960418701172,10651.1162109375,6116.3076171875,5933.2451171875,7369.77392578125,8368.7119140625,5716.634765625,10128.0810546875,9429.373046875,6077.54931640625
2008-12-03,101.48719024658203,10895.9638671875,6186.8720703125,6035.8115234375,7519.12109375,8459.11328125,5635.9345703125,10131.2294921875,9357.8076171875,6127.5185546875
2008-12-04,99.407958984375,10872.703125,6298.8291015625,6055.767578125,7472.53466796875,8638.65234375,5386.10693359375,10130.927734375,9134.443359375,5920.365234375
2008-12-05,95.77592468261719,10890.494140625,6481.859375,6039.16845703125,7452.8857421875,8554.869140625,5297.54541015625,10100.0625,9054.9716796875,5959.6826171875
2008-12-08,97.80908203125,11136.3447265625,6570.71630859375,6290.80078125,7807.7578125,8822.7294921875,5525.89306640625,10705.9345703125,9592.8076171875,6255.2587890625
2008-12-09,98.5196762084961,10996.091796875,6801.529296875,6411.42138671875,7753.16796875,8701.697265625,5676.79296875,10958.8505859375,9784.4609375,6293.19140625
2008-12-10,100.78314971923828,10939.943359375,6987.5322265625,6501.38037109375,7868.923828125,8598.6591796875,6033.6796875,11502.20703125,10079.087890625,6517.14794921875
2008-12-11,105.89567565917969,11071.0322265625,7261.76123046875,6589.1865234375,7914.87841796875,8646.83203125,6284.45751953125,11604.666015625,10523.837890625,6567.7236328125
2008-12-12,103.33613586425781,10669.2158203125,7316.37890625,6321.84423828125,7630.9951171875,8332.953125,5642.57373046875,11002.4833984375,9926.4501953125,6185.630859375
2008-12-15,108.67893981933594,10969.5966796875,7560.0390625,6640.88037109375,7920.423828125,8547.2119140625,6110.92529296875,11468.134765625,10329.1455078125,6476.5302734375
2008-12-16,105.19822692871094,10741.76953125,7414.60205078125,6497.70654296875,7751.265625,8394.435546875,5972.494140625,11022.3974609375,10151.8662109375,6336.66552734375
2008-12-17,108.5276107788086,10753.322265625,7478.90283203125,6472.1767578125,7846.501953125,8603.4150390625,5898.568359375,10881.32421875,10172.09765625,6361.86767578125
2008-12-18,113.04136657714844,10693.015625,7436.8154296875,6503.47216796875,7721.79296875,8517.177734375,5775.5859375,11176.3017578125,9985.3125,6335.1943359375
2008-12-19,113.71910095214844,10731.5244140625,7145.18505859375,6413.82958984375,7667.837890625,8672.0341796875,5673.6083984375,11002.3037109375,9861.958984375,6290.1611328125
2008-12-22,116.00231170654297,10859.1484375,7176.76513671875,6491.11865234375,7773.8466796875,8908.0751953125,5765.6923828125,11125.2841796875,10105.0966796875,6448.12548828125
2008-12-24,110.06070709228516,10774.501953125,7021.01220703125,6376.5791015625,7665.69873046875,8780.873046875,5524.4033203125,10721.970703125,9906.98046875,6265.56494140625
2008-12-25,111.48851776123047,10838.505859375,7215.876953125,6479.7783203125,7770.28173828125,8900.4921875,5640.20263671875,10885.921875,10051.783203125,6370.26806640625
2008-12-26,113.25849151611328,10892.1142578125,7347.64208984375,6580.69580078125,7876.61083984375,8894.693359375,5760.0693359375,10815.3564453125,10172.25,6500.8671875
2008-12-29,113.771728515625,10881.7158203125,7653.390625,6675.6611328125,7948.3935546875,8959.298828125,5805.26416015625,10935.6728515625,10270.205078125,6565.90478515625
2008-12-30,113.771728515625,10955.34765625,7799.837890625,6737.7451171875,8001.71533203125,9012.3779296875,5824.0341796875,10983.8447265625,10413.4111328125,6641.68310546875
2009-01-05,117.77885437011719,10859.9169921875,7993.310546875,6835.62353515625,7724.9619140625,8921.2333984375,6023.787109375,11498.9384765625,10814.5849609375,6798.34765625
2009-01-06,117.77885437011719,10859.9169921875,7904.70849609375,6909.61767578125,8200.3447265625,8765.1123046875,6118.64990234375,11710.76171875,10989.5029296875,7066.81787109375
2009-01-07,118.43681335449219,10405.49609375,8075.58447265625,7025.67822265625,8342.958984375,8564.384765625,6586.1875,12382.541015625,11483.8408203125,7577.77587890625
2009-01-08,115.80491638183594,10505.623046875,7562.9501953125,6860.9638671875,7994.345703125,8438.0009765625,6423.56689453125,11716.8115234375,10928.6630859375,7231.36376953125
2009-01-09,115.14689636230469,10444.0068359375,7670.541015625,6620.22802734375,7899.271484375,8534.646484375,6233.83984375,11704.708984375,10799.3740234375,7049.49755859375
2009-01-13,108.56708526611328,10212.9443359375,7233.8515625,6290.80078125,7645.73291015625,8363.6572265625,5834.06103515625,10845.3134765625,10152.93359375,6581.83935546875
2009-01-14,109.22506713867188,10089.7109375,7360.42724609375,6335.1484375,7724.9619140625,8341.3525390625,5956.0283203125,11014.771484375,10137.7216796875,6755.04638671875
2009-01-15,106.59314727783203,9789.330078125,7151.57470703125,6176.7685546875,7495.19482421875,8110.8876953125,5732.42333984375,10500.34765625,9810.69921875,6451.935546875
2009-01-16,109.22506713867188,9958.775390625,7480.67578125,6423.8388671875,7590.27099609375,8207.53515625,6050.890625,10839.2607421875,9886.75,6659.783203125
