Date,1,2,3,4,5,6,7,8,9,10,11,12
1945-06-01,0.88,-1.53,1.0,-0.5,-2.4,-2.11,2.65,5.16,-3.14,-4.66,3.62,4.66
1945-07-01,-1.44,-0.99,-3.35,-3.23,-2.44,-1.36,2.18,-0.34,-0.11,-1.62,-3.32,-5.91
1945-08-01,7.74,9.48,8.6,2.24,9.16,10.14,1.74,1.03,8.25,9.22,8.97,1.25
1945-09-01,6.29,2.74,6.32,1.99,6.16,2.61,1.9,6.59,5.65,6.51,1.82,7.04
1945-10-01,6.78,0.2,3.71,6.31,0.33,-0.69,2.36,6.19,5.96,6.6,7.32,5.4
1945-11-01,3.68,2.63,5.51,8.39,3.08,3.09,3.39,4.81,6.91,8.59,4.89,10.05
1945-12-01,1.29,2.54,1.29,-0.25,2.38,2.33,0.48,-1.09,3.46,1.53,4.57,-0.76
1946-01-01,4.85,6.67,9.44,-0.07,5.34,5.83,1.91,10.93,10.98,7.76,7.77,7.31
1946-02-01,-4.81,-8.96,-6.98,-4.68,-4.82,-6.8,-2.82,-5.74,-4.25,-4.32,-7.58,-5.85
1946-03-01,6.36,0.99,5.2,11.06,7.12,0.83,1.17,6.29,11.42,14.58,5.62,4.49
1946-04-01,3.54,1.42,3.65,8.77,5.81,0.99,1.59,4.34,7.2,14.67,0.95,1.85
1946-05-01,3.35,5.2,5.41,3.69,3.74,6.15,2.82,3.04,1.89,5.63,3.93,3.29
1946-06-01,-3.61,-5.93,-4.11,-3.15,-3.02,-4.73,0.29,-2.8,-7.7,-5.52,-2.71,-3.38
1946-07-01,-0.75,-4.75,-3.75,-0.07,-2.23,-3.35,-0.08,-3.63,-2.83,-3.23,-4.5,-5.07
1946-08-01,-5.29,-10.4,-6.7,-5.63,-6.17,-7.96,-7.0,-5.37,-4.91,-3.27,-6.59,-6.85
1946-09-01,-10.75,-14.88,-11.03,-8.05,-8.78,-10.23,-4.75,-8.97,-6.9,-7.03,-13.55,-14.58
1946-10-01,0.47,-3.31,-1.1,-0.66,-3.41,-2.98,-5.13,1.42,-2.23,-0.24,-1.47,-0.24
1946-11-01,-1.32,-1.16,1.23,0.55,3.27,-3.67,1.79,0.8,-4.99,1.66,0.06,0.0
1946-12-01,3.75,6.17,6.17,4.39,7.3,5.04,3.82,6.09,4.04,7.24,8.26,1.62
1947-01-01,0.24,10.9,1.69,-0.65,-0.71,6.37,1.03,-0.14,0.69,-5.32,2.29,0.07
1947-02-01,-0.27,1.48,-0.69,-2.71,-0.21,-3.23,-2.05,-0.9,-0.41,-4.2,-2.78,-0.94
1947-03-01,-2.23,-2.7,-1.91,2.29,-0.57,-3.21,-2.15,-2.79,-2.2,-1.26,-2.5,-3.54
1947-04-01,-6.65,-4.08,-6.61,-0.44,-3.7,-5.75,-0.22,-3.76,-7.98,-8.61,-6.45,-6.23
1947-05-01,-0.55,-2.14,-2.98,2.56,-0.43,0.27,-1.1,-2.48,-0.36,-2.65,-0.95,-2.32
1947-06-01,6.54,5.88,4.58,7.77,7.34,4.7,-3.19,3.95,9.9,4.2,7.16,2.29
1947-07-01,4.65,5.2,4.89,3.88,2.22,6.4,0.81,2.51,4.61,2.61,2.42,6.82
1947-08-01,-1.38,-0.76,-1.64,-2.3,-0.48,-3.58,0.36,0.24,-3.55,-3.83,-1.28,-3.61
1947-09-01,0.39,0.17,1.49,-2.71,-0.58,0.87,0.83,-1.33,-2.81,-2.63,0.76,-1.36
1947-10-01,1.36,2.93,3.86,5.24,1.6,2.33,0.21,0.15,3.03,1.21,3.08,0.51
1947-11-01,-1.7,-2.7,-1.13,-0.35,-0.99,-1.24,-2.57,-7.63,-2.43,-3.06,-1.64,-2.07
1947-12-01,0.7,2.25,2.89,9.34,1.85,3.05,0.44,1.18,0.37,3.12,1.13,4.34
1948-01-01,-2.69,-5.35,-4.24,-7.43,-4.27,-4.78,0.1,-0.22,-3.29,-8.25,-1.26,-0.78
1948-02-01,-6.13,-5.43,-5.2,-2.95,-5.45,-3.97,-1.06,-3.59,-3.79,-3.54,-5.32,-3.84
1948-03-01,5.49,7.27,10.91,9.95,7.53,10.85,1.97,6.76,6.7,6.35,8.23,10.42
1948-04-01,1.34,1.17,2.19,11.24,2.79,-0.5,2.65,1.51,5.08,2.14,4.33,3.01
1948-05-01,5.1,14.54,7.93,6.1,7.38,14.54,2.49,5.75,8.59,6.8,9.92,6.03
1948-06-01,-1.98,0.3,-1.72,3.49,0.28,-1.11,0.43,2.49,-1.31,-2.19,-0.22,-0.92
1948-07-01,-1.68,-4.37,-4.83,-7.18,-5.25,-6.99,-1.65,-4.14,-7.72,-4.26,-5.73,-4.81
1948-08-01,0.02,1.12,1.07,-2.03,-0.39,2.58,0.06,0.1,2.5,-1.9,-0.85,2.12
1948-09-01,-3.98,-3.89,-3.01,-4.47,-2.06,-3.21,-0.23,-0.92,-0.94,-3.1,-0.92,-4.06
1948-10-01,3.63,7.95,6.57,9.2,6.7,7.33,1.11,4.45,4.14,5.2,6.09,4.68
1948-11-01,-6.18,-12.01,-10.8,-12.21,-8.18,-10.8,-2.06,-9.09,-5.77,-5.75,-8.68,-11.1
1948-12-01,0.67,3.43,2.7,4.73,6.84,6.18,1.09,2.66,1.52,4.54,6.12,2.03
1949-01-01,3.67,2.44,0.55,-3.83,-0.19,-1.51,-1.27,4.76,1.17,4.58,-0.9,0.62
1949-02-01,-1.93,-3.72,-3.54,-4.3,-2.86,-5.21,-0.3,0.67,-2.27,-0.93,-0.76,-3.84
1949-03-01,3.21,3.42,3.82,6.08,3.51,5.49,1.36,3.8,4.4,5.5,7.47,4.23
1949-04-01,-1.65,-4.22,-4.46,1.28,-2.15,-3.2,-1.65,1.22,-1.64,0.24,-0.27,-1.88
1949-05-01,-0.43,-2.94,-5.1,-5.67,-0.89,-4.4,-2.17,-0.59,0.17,-1.9,-1.99,-2.91
1949-06-01,1.04,1.3,0.18,-1.18,0.61,-0.48,1.13,-1.01,2.87,2.17,-0.66,-1.58
1949-07-01,4.95,9.44,6.35,6.24,5.01,7.64,2.41,4.72,5.16,6.01,6.32,3.57
1949-08-01,3.97,2.32,1.49,5.5,3.25,0.55,0.97,3.68,1.5,0.18,2.62,1.09
1949-09-01,2.84,2.64,3.48,3.03,4.6,3.78,1.21,4.06,2.3,1.86,6.28,2.52
1949-10-01,1.52,7.34,3.96,3.71,4.73,4.14,1.88,1.31,0.66,3.38,4.23,1.85
1949-11-01,1.84,4.88,2.51,-2.85,4.8,3.12,1.67,3.28,2.11,4.8,3.0,0.64
1949-12-01,5.15,8.29,6.73,1.09,5.91,10.27,1.58,3.25,4.78,8.72,6.17,7.47
1950-01-01,1.37,1.87,2.61,-0.65,0.84,5.32,1.86,3.75,0.43,1.06,1.71,3.69
1950-02-01,0.53,3.47,2.42,-0.54,1.24,3.51,0.66,2.4,2.33,1.92,3.43,0.22
1950-03-01,-0.57,1.87,-0.81,4.85,2.99,3.55,4.6,0.56,-0.18,-2.92,-0.01,-0.95
1950-04-01,0.14,10.57,6.02,3.23,9.35,4.95,2.37,0.94,-0.36,5.52,-0.53,2.2
1950-05-01,2.07,6.55,4.67,8.78,7.37,0.59,1.97,1.83,3.17,3.97,4.74,0.23
1950-06-01,-5.72,-4.06,-6.45,-4.43,-6.79,-8.17,-4.34,-7.69,-4.45,-4.2,-7.73,-6.53
1950-07-01,0.45,-2.72,5.76,8.83,-3.52,-2.95,-1.33,-5.23,-0.96,-6.96,-5.96,12.16
1950-08-01,3.93,9.21,5.26,4.34,8.09,4.99,2.56,3.45,4.38,3.68,4.37,1.73
1950-09-01,4.89,8.83,5.01,3.53,3.86,4.78,-0.48,4.53,8.49,6.16,8.59,5.91
1950-10-01,-0.38,0.61,1.02,0.29,-0.71,-1.19,0.21,-0.75,0.84,-1.77,-1.09,-1.65
1950-11-01,0.0,-2.9,5.51,5.34,7.07,1.07,-0.24,-1.19,1.1,4.67,2.76,4.29
1950-12-01,2.84,1.51,6.97,8.69,5.86,4.49,1.9,3.61,2.79,6.1,4.5,13.12
1951-01-01,4.62,9.22,6.75,6.3,4.57,9.44,1.87,5.05,3.63,3.1,2.19,7.55
1951-02-01,0.95,2.79,0.39,0.96,2.5,1.03,4.11,3.13,3.12,1.45,2.24,-1.13
1951-03-01,-2.79,1.17,-3.74,-2.37,-1.92,-0.65,-1.09,-1.4,-2.11,1.7,0.49,-3.79
1951-04-01,0.95,3.42,6.17,10.81,7.7,3.12,0.84,0.22,0.39,10.41,3.89,3.71
1951-05-01,-1.29,-5.34,-3.26,-3.05,-0.53,-2.64,-0.4,-0.04,-1.33,1.57,-1.55,-3.76
1951-06-01,-3.6,-6.84,-5.36,1.09,-1.44,-1.53,-0.19,-0.42,-2.72,0.83,-0.16,-6.59
1951-07-01,3.13,3.1,8.55,11.37,8.19,5.54,2.8,5.31,2.84,14.48,5.91,7.87
1951-08-01,3.5,7.03,6.63,5.77,2.28,6.29,2.64,2.13,2.64,-1.43,4.12,3.24
1951-09-01,-0.43,2.66,1.56,-0.76,-1.24,2.38,-0.06,1.33,3.4,-1.83,1.24,4.32
1951-10-01,-3.12,-2.04,-2.39,1.17,-7.22,-5.89,-1.08,0.7,-3.13,-5.98,-1.98,-4.12
1951-11-01,-0.06,2.02,1.1,-0.77,-0.08,1.55,0.5,1.66,1.53,-0.48,3.24,1.76
1951-12-01,1.92,2.48,2.41,4.72,7.95,5.27,0.87,3.28,-0.27,5.15,6.2,0.83
1952-01-01,0.52,-1.17,1.46,6.6,-3.08,-1.71,0.18,3.08,-0.46,0.65,2.77,3.52
1952-02-01,-2.03,0.43,-4.14,-3.43,-3.17,-3.73,-0.62,0.69,-3.77,-4.25,-0.25,-2.03
1952-03-01,1.72,8.33,2.63,8.72,3.29,6.22,1.27,2.23,2.54,0.44,3.92,6.49
1952-04-01,-3.33,-3.0,-6.13,-7.66,-7.15,-3.44,-0.75,-1.8,-1.85,-5.5,-1.56,-4.0
1952-05-01,2.14,4.01,2.94,3.52,6.17,3.26,1.03,2.99,2.59,2.52,2.66,3.04
1952-06-01,2.87,5.25,4.54,5.45,3.78,6.64,2.07,1.1,3.01,-0.96,2.68,4.48
1952-07-01,0.58,2.53,2.8,-1.02,1.42,1.06,0.25,2.03,1.94,-4.4,2.53,0.67
1952-08-01,0.96,2.02,-1.7,-2.68,-1.55,-0.14,0.89,1.82,-0.31,-0.57,-1.18,0.22
1952-09-01,-2.85,-0.78,-2.29,-4.3,-1.69,1.25,-0.35,0.33,-0.77,-4.12,0.27,-1.92
1952-10-01,-0.89,1.2,-1.53,0.38,-1.85,-0.39,0.92,0.34,-1.1,-1.38,-3.29,-0.98
1952-11-01,6.05,6.56,7.95,2.08,9.79,9.65,4.07,5.09,4.57,7.24,7.81,7.13
1952-12-01,1.43,7.02,3.34,4.55,1.6,3.26,0.88,2.01,1.3,-1.95,4.08,3.63
1953-01-01,2.16,-0.36,0.92,-2.99,0.21,-2.63,1.0,0.92,0.82,-5.12,0.02,1.44
1953-02-01,1.78,-1.19,0.14,0.33,-2.54,0.3,-0.4,0.51,-0.15,2.07,-0.23,-0.21
1953-03-01,-1.75,-4.39,-2.62,-0.55,0.08,-0.93,-0.44,0.15,-0.49,-0.16,0.75,-2.18
1953-04-01,-0.13,-1.97,-2.12,-5.18,-3.3,-0.57,-1.04,-2.96,-0.81,-5.34,-4.55,-2.76
1953-05-01,0.23,-0.05,0.25,1.83,0.01,1.62,0.37,-0.14,1.52,-0.05,0.58,1.72
1953-06-01,-0.84,-3.33,-2.76,-0.07,-1.51,-2.21,0.51,-2.82,-2.19,-3.31,-2.94,-1.76
1953-07-01,2.72,0.72,2.32,3.93,2.99,2.39,0.94,3.41,1.97,3.66,1.3,1.47
1953-08-01,-3.52,-6.46,-6.04,-6.44,-2.84,-4.95,-0.84,-0.36,-2.37,0.04,-2.97,-8.1
1953-09-01,0.25,-0.83,0.95,-1.92,1.55,3.53,1.78,1.64,0.1,0.43,0.51,-1.53
1953-10-01,0.69,7.7,7.02,5.64,4.68,7.09,1.39,4.47,0.87,2.65,4.53,3.4
1953-11-01,0.34,0.49,3.64,2.0,4.72,5.74,2.27,3.0,3.34,8.03,4.09,2.3
1953-12-01,-0.62,-1.21,0.54,0.44,0.79,0.59,0.53,0.69,1.24,-1.35,0.25,-3.26
1954-01-01,4.18,5.28,6.87,8.64,1.22,6.83,1.89,3.32,3.32,5.65,4.19,7.6
1954-02-01,-0.31,1.72,1.75,2.82,-0.03,5.15,2.58,1.59,0.44,-0.18,1.55,1.53
1954-03-01,1.37,3.51,5.05,4.28,4.63,9.33,1.72,2.96,0.37,0.29,4.92,0.63
1954-04-01,0.98,4.09,5.13,6.15,6.49,9.81,1.96,1.25,1.53,1.2,5.35,1.9
1954-05-01,2.39,4.47,4.96,2.99,3.88,-1.26,1.23,2.64,2.85,1.61,1.46,5.59
1954-06-01,0.58,1.19,3.25,-5.87,3.95,10.99,0.55,1.29,2.5,-2.45,2.68,1.04
1954-07-01,6.39,9.84,6.9,4.18,2.16,-0.47,4.36,5.42,4.22,8.22,7.47,6.56
1954-08-01,-2.71,-3.37,-4.22,0.56,-2.98,-4.97,-1.42,-1.73,-0.23,-2.58,-0.32,-3.07
1954-09-01,3.88,14.47,6.17,10.01,7.08,6.79,2.5,2.01,4.84,2.81,3.15,4.78
1954-10-01,-2.22,-0.76,0.65,-1.99,-4.18,-1.56,-0.85,-3.81,-2.53,-1.63,-1.33,1.38
1954-11-01,6.09,4.47,13.78,8.09,14.25,12.11,3.43,5.68,8.41,12.61,10.66,11.38
1954-12-01,4.35,7.26,8.17,6.48,3.69,2.96,1.58,3.54,2.27,6.15,6.05,10.67
1955-01-01,0.28,0.54,1.47,0.41,-2.77,3.85,0.8,1.46,1.74,-2.88,0.17,1.16
1955-02-01,1.54,-1.06,3.96,2.43,4.5,4.54,3.99,3.64,1.3,2.86,2.01,4.44
1955-03-01,-0.85,0.05,1.26,-0.24,-1.18,-1.36,-0.19,-0.74,-1.4,6.11,1.1,0.89
1955-04-01,4.08,5.67,2.79,0.56,7.59,4.76,1.97,2.56,1.83,0.01,-1.43,5.19
1955-05-01,-0.29,-1.12,1.88,-0.6,4.96,-0.28,1.29,-0.15,3.02,3.17,2.34,1.4
1955-06-01,2.5,10.09,7.88,11.2,11.73,3.11,0.69,1.67,4.43,0.17,3.85,1.85
1955-07-01,2.06,19.6,-0.87,2.76,-1.77,-2.63,2.61,3.68,2.03,0.13,-0.78,-1.65
1955-08-01,-0.67,-4.31,3.44,-1.08,2.37,0.63,-2.44,0.05,1.63,0.16,0.79,0.5
1955-09-01,-1.6,9.21,0.4,-0.38,-2.61,-4.93,1.09,-2.68,3.42,-3.18,-3.92,-2.27
1955-10-01,-0.83,-4.94,-3.42,-0.98,-2.36,-5.61,-1.15,-0.94,-2.51,0.82,-1.2,-3.14
1955-11-01,3.51,9.08,8.37,8.62,7.28,10.76,1.63,3.4,6.01,6.29,3.98,9.96
1955-12-01,1.19,-4.07,3.03,3.7,2.28,5.94,0.87,-0.12,-0.77,6.23,2.08,-1.62
1956-01-01,-1.52,-6.72,-4.56,0.54,-4.58,-5.32,1.87,-0.34,-4.41,-6.5,-3.57,-2.47
1956-02-01,1.09,5.65,5.39,4.28,4.16,6.16,0.16,1.94,2.82,8.29,3.57,3.31
1956-03-01,1.75,3.74,8.88,11.44,5.61,11.05,1.43,3.77,0.43,7.26,5.67,5.73
1956-04-01,0.86,-5.14,2.17,3.62,-0.72,-0.68,-0.88,-2.18,-1.82,2.77,0.01,1.2
1956-05-01,-3.25,-4.48,-6.29,-6.41,-5.95,-5.25,-1.06,-0.73,-4.56,-1.24,-5.31,-5.44
1956-06-01,0.65,7.02,5.03,2.73,3.87,7.45,1.28,2.36,2.21,3.6,1.48,1.57
1956-07-01,1.99,4.36,7.78,6.03,2.79,5.22,2.65,5.24,4.57,3.1,2.56,2.36
1956-08-01,-1.38,0.81,-2.81,-5.3,-3.39,-3.71,-1.39,-2.49,-2.62,-3.08,-2.66,-3.87
1956-09-01,-3.26,-1.21,-5.83,-5.81,-6.66,-6.85,-2.82,-3.87,-4.41,-3.7,-4.61,-4.33
1956-10-01,0.4,-1.01,1.41,0.53,0.6,3.28,-1.4,1.13,1.33,0.58,0.53,1.31
1956-11-01,-0.44,-3.49,0.63,5.29,-3.31,0.42,1.53,0.41,-2.15,-1.36,1.64,-0.31
1956-12-01,1.25,1.04,4.43,4.11,5.41,4.93,2.58,1.82,-0.43,6.07,1.33,2.24
1957-01-01,1.77,-6.22,-5.68,-4.12,-5.68,-6.6,2.9,2.63,-1.25,-2.27,1.47,-1.3
1957-02-01,-1.4,-1.88,-3.23,-2.27,-1.98,0.02,0.33,-0.3,-0.93,-0.35,-0.51,-3.34
1957-03-01,1.58,0.54,1.65,3.17,2.82,5.15,1.52,1.69,2.0,8.23,3.6,1.8
1957-04-01,1.39,7.95,3.25,6.94,5.16,8.1,0.44,3.16,0.18,5.43,5.46,2.23
1957-05-01,1.39,1.03,3.32,7.65,3.26,5.51,1.04,2.25,2.56,4.8,2.84,0.75
1957-06-01,-0.65,0.07,0.87,-1.75,-0.06,4.89,-2.11,-5.12,-1.91,6.48,-4.19,0.21
1957-07-01,0.92,3.64,-0.31,1.0,1.88,1.29,-0.24,0.01,2.89,2.6,-0.59,1.82
1957-08-01,-2.0,-3.11,-6.27,-5.75,-6.32,-6.91,-0.12,-2.58,-2.71,-2.97,-3.18,-6.38
1957-09-01,-1.16,-7.1,-7.29,-7.98,-6.19,-6.17,-2.25,-1.74,0.41,-3.04,-3.97,-7.77
1957-10-01,-2.12,-3.95,-5.01,-5.77,-3.37,-2.64,-2.1,-0.7,-3.93,-0.68,-5.53,-7.43
1957-11-01,3.37,-5.28,2.48,2.43,4.97,7.02,1.49,4.4,1.74,8.63,4.39,-1.32
1957-12-01,0.43,-7.89,-5.39,-6.99,-2.63,-3.77,1.26,2.56,-1.72,-0.48,-0.66,-6.18
1958-01-01,7.46,4.96,6.58,1.59,3.16,4.0,4.26,6.06,7.49,-0.41,8.57,12.26
1958-02-01,2.04,-1.46,-1.3,-4.63,-3.22,-1.81,0.66,1.29,1.41,4.95,1.33,-3.29
1958-03-01,4.2,2.95,2.45,7.92,0.03,2.59,1.17,2.07,4.08,8.17,3.27,2.13
1958-04-01,3.54,4.96,1.72,5.14,0.98,-0.46,2.7,4.95,3.0,6.56,2.1,5.76
1958-05-01,2.72,4.81,4.24,0.33,1.4,1.97,2.11,1.45,3.62,1.44,2.15,4.53
1958-06-01,2.64,2.62,2.21,4.93,3.11,3.24,1.67,2.19,2.15,3.55,2.94,2.86
1958-07-01,1.64,9.98,8.55,0.69,8.04,3.46,0.9,1.12,1.87,5.98,2.02,6.84
1958-08-01,2.93,-0.01,2.56,1.92,2.13,2.03,2.41,-1.0,5.71,1.98,4.6,2.31
1958-09-01,4.26,10.04,5.4,3.28,3.03,6.11,5.08,3.46,4.03,11.74,-0.36,6.65
1958-10-01,2.5,2.28,3.78,1.33,1.49,4.76,1.46,4.28,1.21,1.05,3.69,3.78
1958-11-01,4.1,1.71,2.96,1.93,3.41,3.8,2.15,2.96,5.9,8.04,2.33,5.74
1958-12-01,2.68,2.75,5.15,1.25,5.38,14.39,13.4,5.94,5.72,4.61,4.26,2.53
1959-01-01,3.81,-1.09,1.15,0.51,-0.13,-2.47,3.91,1.25,3.49,-0.62,-2.6,4.36
1959-02-01,3.01,-1.95,3.14,-7.43,5.14,4.81,4.86,1.26,2.65,3.88,2.36,1.5
1959-03-01,0.29,-1.19,-1.14,2.14,1.79,2.56,-0.52,1.64,-1.67,4.25,-2.97,0.27
1959-04-01,3.01,9.38,3.74,1.71,6.41,7.37,4.61,-1.13,1.54,11.93,1.52,2.13
1959-05-01,1.33,5.21,2.76,-0.95,5.59,6.31,-1.01,-1.1,2.72,-1.07,0.74,0.58
1959-06-01,1.67,0.16,2.87,-2.72,-1.53,-1.67,-1.1,-2.23,2.27,6.6,1.98,0.9
1959-07-01,3.7,8.43,2.81,4.96,6.14,-0.72,0.6,3.82,2.12,4.74,1.84,-0.13
1959-08-01,-0.39,2.46,-1.5,-3.15,-2.83,-2.38,0.61,1.34,0.79,-3.57,-1.39,-2.57
1959-09-01,-3.25,-4.45,-4.83,-6.91,-5.18,-4.12,-0.96,-4.35,-2.12,-4.95,-4.68,-3.87
1959-10-01,3.8,-1.26,1.89,1.16,1.67,4.04,1.3,0.89,0.87,2.34,0.63,0.16
1959-11-01,1.25,-0.11,2.81,-0.41,2.39,8.63,-1.23,0.4,2.34,5.62,1.36,-1.26
1959-12-01,1.23,5.16,1.59,4.24,3.19,3.8,4.34,2.14,2.68,-1.68,0.5,2.74
1960-01-01,-3.36,-11.17,-8.01,-7.5,-9.59,-9.62,0.95,-2.08,-5.67,-6.38,-4.34,-4.58
1960-02-01,2.96,-2.22,1.24,-3.46,0.52,4.39,8.37,2.77,4.22,0.31,-0.69,0.26
1960-03-01,-1.41,-4.38,-3.57,-0.8,-2.15,1.09,0.17,1.75,0.1,1.62,0.38,-3.38
1960-04-01,1.52,-1.57,-2.55,-4.26,-4.79,0.51,-1.05,1.38,-0.23,1.65,-0.46,-1.39
1960-05-01,6.53,-0.69,4.43,-3.49,4.17,9.13,3.32,1.5,3.14,13.73,-0.22,0.46
1960-06-01,4.33,0.8,1.92,3.53,1.48,1.09,-0.35,5.77,3.82,-0.16,3.99,2.27
1960-07-01,-0.95,-0.59,-3.19,0.7,-5.93,-4.49,0.1,-1.07,-3.01,-3.87,0.3,-2.22
1960-08-01,4.52,3.5,1.86,4.1,1.75,0.67,7.11,4.32,3.13,2.47,3.83,2.75
1960-09-01,-3.44,-5.68,-7.42,-1.0,-6.9,-8.43,-5.95,-4.49,-8.39,-8.72,-5.66,-5.72
1960-10-01,1.66,-1.34,-1.94,2.42,-0.31,-2.32,0.14,-0.34,0.23,-3.49,-0.08,-1.18
1960-11-01,8.67,-0.7,5.03,3.39,5.1,6.78,4.19,3.74,6.92,4.05,7.78,6.09
1960-12-01,4.48,-0.41,4.01,5.31,2.85,3.82,12.56,6.36,2.26,6.22,5.6,3.47
1961-01-01,5.41,8.36,6.25,9.76,6.38,3.1,7.89,4.96,2.94,6.02,7.37,8.01
1961-02-01,6.61,4.01,5.72,0.73,2.73,3.15,0.75,3.63,4.96,5.2,7.02,4.96
1961-03-01,4.85,3.43,1.46,1.4,1.91,3.01,7.48,2.02,5.87,3.8,4.68,2.93
1961-04-01,-1.35,-1.71,-1.32,4.75,-0.71,0.14,0.8,1.86,0.59,-0.31,1.56,0.02
1961-05-01,3.68,1.28,3.9,0.14,4.76,3.81,-1.04,2.39,4.09,2.28,3.98,4.3
1961-06-01,-1.4,-1.53,-4.34,-4.02,-0.25,-3.16,-4.02,-1.87,0.58,-3.43,-2.57,-4.41
1961-07-01,2.84,6.15,1.84,2.28,3.02,2.44,6.43,2.87,2.46,3.5,3.62,-0.12
1961-08-01,5.13,1.36,1.72,0.17,3.88,4.89,0.21,3.81,3.26,3.86,8.65,3.09
1961-09-01,0.05,4.67,-4.62,-6.42,-4.02,0.82,-2.73,1.41,0.31,-1.23,-0.1,-2.89
1961-10-01,3.35,0.54,0.32,6.67,-0.21,2.9,0.2,5.31,9.06,3.66,2.18,2.37
1961-11-01,5.49,9.73,2.9,5.44,2.79,3.11,8.5,3.42,5.13,3.13,7.35,1.56
1961-12-01,-3.19,2.87,0.59,3.85,-0.54,-0.92,3.32,-4.2,-0.35,-1.99,-4.34,-0.14
1962-01-01,-6.15,-0.17,-3.01,0.14,-5.31,-4.59,-6.07,-2.59,-8.63,-4.78,-4.7,0.7
1962-02-01,0.25,-1.47,0.83,5.31,2.78,-0.4,4.11,2.63,1.64,3.75,3.77,0.4
1962-03-01,-1.1,0.41,0.17,-1.68,-1.42,0.08,-2.94,1.96,0.91,0.41,-1.82,-1.75
1962-04-01,-6.77,-5.18,-8.38,-3.57,-6.13,-12.41,-4.68,-2.79,-4.43,-11.34,-7.38,-6.88
1962-05-01,-11.31,-4.45,-8.65,-4.95,-8.36,-10.75,-7.06,-10.47,-9.08,-10.81,-9.78,-6.61
1962-06-01,-8.82,-6.07,-9.76,-4.84,-9.43,-11.8,-8.52,-5.11,-10.26,-12.9,-10.87,-8.09
1962-07-01,5.23,8.03,4.79,4.9,7.29,11.41,7.23,7.39,4.37,7.78,8.39,4.0
1962-08-01,0.9,3.85,1.9,1.84,3.88,3.03,1.58,3.15,4.3,-7.92,3.76,3.88
1962-09-01,-5.61,-2.2,-7.13,-1.77,-3.21,-9.37,-6.06,-2.87,-6.63,-4.05,-5.69,-5.81
1962-10-01,-3.27,2.46,-0.2,-0.29,4.26,0.01,2.77,-1.09,-1.34,2.46,-0.74,1.46
1962-11-01,12.12,6.82,13.85,10.75,12.1,14.82,7.17,7.65,11.16,17.63,14.09,15.25
1962-12-01,1.45,3.54,-1.72,4.69,0.84,-0.7,1.08,3.48,0.04,0.88,1.66,1.21
1963-01-01,5.94,7.6,6.14,2.68,4.62,6.11,4.13,5.25,4.13,5.66,3.6,6.29
1963-02-01,-3.04,-2.92,-1.76,-1.33,-3.78,-5.82,-1.11,-1.46,-0.68,-2.58,-0.27,-0.64
1963-03-01,2.56,7.09,2.3,6.98,3.76,2.96,1.94,1.79,2.01,1.18,2.36,3.32
1963-04-01,2.39,5.65,4.46,6.05,4.49,7.36,3.73,2.37,5.46,7.63,3.67,7.4
1963-05-01,1.88,8.05,2.9,-0.1,0.96,4.23,-0.64,1.04,2.61,-0.25,0.52,5.49
1963-06-01,-1.38,-3.24,-2.65,1.21,-2.8,-4.97,-1.94,-1.13,-1.39,-1.09,-0.98,-1.6
1963-07-01,-0.48,-0.07,-1.5,2.3,-1.15,-0.66,-0.25,0.81,-1.05,0.57,-0.65,-2.27
1963-08-01,4.89,6.57,6.78,3.94,4.99,5.12,4.29,4.12,6.43,9.57,4.29,6.22
1963-09-01,-1.74,-0.25,-0.83,-3.65,-0.92,0.4,2.36,-2.49,0.92,-4.07,-3.23,-3.1
1963-10-01,2.66,10.71,2.46,-0.33,2.83,8.27,3.43,-0.67,0.52,3.39,0.7,1.9
1963-11-01,-1.13,-5.2,-0.4,-1.14,1.84,-0.32,4.14,-1.06,-1.25,-1.64,-2.29,1.85
1963-12-01,2.84,0.58,0.98,4.66,4.01,2.98,-0.09,2.41,0.33,1.54,1.61,3.37
1964-01-01,0.78,1.22,2.41,4.85,3.11,2.99,3.32,1.39,2.51,3.7,-1.16,2.77
1964-02-01,1.86,1.65,3.12,1.08,1.98,1.91,-0.28,0.87,1.63,1.65,3.77,6.39
1964-03-01,3.08,1.08,4.21,1.4,2.6,3.41,-0.9,-0.74,2.43,-1.94,0.69,3.38
1964-04-01,-0.47,1.8,-1.78,4.04,-1.49,-3.79,0.83,1.05,2.87,-1.42,-1.0,1.11
1964-05-01,1.55,1.51,1.56,2.14,2.09,2.83,-0.39,0.84,3.9,0.52,0.0,3.84
1964-06-01,1.67,0.77,1.39,0.67,-0.15,0.5,4.69,2.21,3.83,0.58,-1.2,2.76
1964-07-01,1.76,5.63,0.97,3.34,2.16,-1.94,-2.01,4.93,1.19,4.75,1.89,0.95
1964-08-01,-0.26,1.42,-0.85,-1.87,-2.1,-2.84,-1.56,-0.04,0.33,-4.22,-2.14,-3.72
1964-09-01,1.7,4.64,4.86,3.06,4.55,1.11,-1.03,1.88,3.48,2.75,2.52,4.78
1964-10-01,-0.19,0.07,0.18,3.07,0.96,-1.02,-0.89,0.95,2.31,2.86,-0.63,3.3
1964-11-01,0.71,-1.14,-1.58,2.55,1.5,-0.3,-2.23,1.37,3.23,2.17,-0.87,-2.09
1964-12-01,0.23,1.89,-1.35,-0.21,0.64,0.0,3.12,0.49,0.16,4.38,-1.21,-2.1
