Date,ISF.L,IUCD.L,IUIT.L,IUKF.L,IUKH.L,IUKP.L,IUKS.L,IUKU.L
2009-08-11,467.07550048828125,,,,,345.63287353515625,,
2009-08-12,472.2498474121094,,,,,355.0953063964844,,
2009-08-13,477.8221740722656,,,,,370.5342712402344,,
2009-08-14,473.4440002441406,,,,,375.5147399902344,,
2009-08-17,466.6776428222656,,,,,363.0639343261719,,
2009-08-18,470.1603088378906,,,,,363.0639343261719,,
2009-08-19,471.35418701171875,,,,,361.07183837890625,,
2009-08-20,478.22015380859375,,,,,365.05609130859375,,
2009-08-21,487.97161865234375,,,,,368.0440673828125,,
2009-08-24,491.6531982421875,,,,,378.5027160644531,,
2009-08-25,493.84234619140625,,,,,380.4949645996094,,
2009-08-26,487.3745422363281,,,,,380.4949645996094,,
2009-08-27,485.28497314453125,,,,,372.5263671875,,
2009-08-28,489.066162109375,,,,,376.0127258300781,,
2009-09-01,479.31475830078125,,,,,363.56195068359375,,
2009-09-02,479.6131591796875,,,,,360.07568359375,,
2009-09-03,477.62310791015625,,,,,364.5579833984375,,
2009-09-04,483.0959167480469,,,,,373.52252197265625,,
2009-09-07,490.7577819824219,,,,,379.4989013671875,,
2009-09-08,492.74786376953125,,,,,377.5066833496094,,
2009-09-09,498.519287109375,,,,,389.4595031738281,,
2009-09-10,496.9269714355469,,,,,385.4751892089844,,
2009-09-11,498.519287109375,,,,,392.44769287109375,,
2009-09-14,500.0116271972656,,,,,392.44769287109375,,
2009-09-15,502.89727783203125,,,,,394.439697265625,,
2009-09-16,510.7582702636719,,,,,403.404296875,,
2009-09-17,514.3406372070312,,,,,404.8984069824219,,
2009-09-18,515.6338500976562,,,,,408.3847351074219,,
2009-09-21,512.0517578125,,,,,405.8944091796875,,
2009-09-22,512.4498901367188,,,,,404.8984069824219,,
2009-09-23,511.8529052734375,,,,,391.94952392578125,,
2009-09-24,506.280517578125,,,,,379.4989013671875,,
2009-09-25,506.8775329589844,,,,,375.01666259765625,,
2009-09-28,514.837890625,,,,,381.9891052246094,,
2009-09-29,513.6438598632812,,,,,380.9929504394531,,
2009-09-30,511.6537170410156,,,,,374.0206298828125,,
2009-10-01,502.9969177246094,,,,,368.5422058105469,,
2009-10-02,496.72802734375,,,,,359.5777587890625,,
2009-10-05,501.0067443847656,,,,,366.052001953125,,
2009-10-06,511.4549865722656,,,,,376.0127258300781,,
2009-10-07,508.7680969238281,,,,,380.9929504394531,,
2009-10-08,514.43994140625,,,,,379.9968566894531,,
2009-10-09,514.73828125,,,,,379.9968566894531,,
2009-10-12,518.9175415039062,,,,,384.9770812988281,,
2009-10-13,514.0418701171875,,,,,381.490966796875,,
2009-10-14,523.9922485351562,,,,,387.4674377441406,,
2009-10-15,520.907470703125,,,,,385.9732360839844,,
2009-10-16,517.6240234375,,,,,384.9770812988281,,
2009-10-19,526.6790771484375,,,,,394.439697265625,,
2009-10-20,523.1961669921875,,,,,391.94952392578125,,
2009-10-21,524.4898071289062,,,,,394.439697265625,,
2009-10-22,518.818115234375,,,,,389.4595031738281,,
2009-10-23,522.6987915039062,,,,,390.4555358886719,,
2009-10-26,517.8233032226562,,,,,388.96148681640625,,
2009-10-27,518.3204956054688,,,,,384.9770812988281,,
2009-10-28,505.9819641113281,,,,,364.0599670410156,,
2009-10-29,511.5542297363281,,,,,373.52252197265625,,
2009-10-30,502.001708984375,,,,,373.02447509765625,,
2009-11-02,508.46966552734375,,,,,366.052001953125,,
2009-11-03,501.70330810546875,,,,,360.57379150390625,,
2009-11-04,509.8626403808594,,,,,370.5342712402344,,
2009-11-05,511.6537170410156,,,,,371.530517578125,,
2009-11-06,513.1461791992188,,,,,375.5147399902344,,
2009-11-09,521.7039794921875,,,,,379.0008544921875,,
2009-11-10,521.80322265625,,,,,378.5027160644531,,
2009-11-11,526.3805541992188,,,,,391.94952392578125,,
2009-11-12,526.878173828125,,,,,394.9378662109375,,
2009-11-13,529.266357421875,,,,,404.400390625,,
2009-11-16,537.6244506835938,,,,,407.38861083984375,,
2009-11-17,534.639404296875,,,,,399.9181213378906,,
2009-11-18,534.7389526367188,,,,,402.90625,,
2009-11-19,527.674072265625,,,,,393.4436950683594,,
2009-11-20,525.8831787109375,,,,,383.9811096191406,,
2009-11-23,536.0327758789062,,,,,388.96148681640625,,
2009-11-24,533.1467895507812,,,,,385.4751892089844,,
2009-11-25,533.94287109375,,,,,380.9929504394531,,
2009-11-26,516.728515625,,,,,368.0440673828125,,
2009-11-27,521.504638671875,,,,,375.5147399902344,,
2009-11-30,515.9324340820312,,,,,366.55010986328125,,
2009-12-01,528.5695190429688,,,,,378.00482177734375,,
2009-12-02,530.161865234375,,,,,377.5066833496094,,
2009-12-03,528.9674072265625,,,,,381.490966796875,,
2009-12-04,529.8631591796875,,,,,374.5184631347656,,
2009-12-07,528.37060546875,,,,,373.02447509765625,,
2009-12-08,520.2111206054688,,,,,362.56585693359375,,
2009-12-09,517.6240234375,,,,,362.56585693359375,,
2009-12-10,521.7039794921875,,,,,362.0678405761719,,
2009-12-11,522.8978271484375,,,,,361.07183837890625,,
2009-12-14,528.072021484375,,,,,361.5697021484375,,
2009-12-15,526.0819091796875,,,,,359.5777587890625,,
2009-12-16,529.365478515625,,,,,367.5462341308594,,
2009-12-17,519.2159423828125,,,,,363.0639343261719,,
2009-12-18,517.2257690429688,,,,,364.0599670410156,,
2009-12-21,526.3805541992188,,,,,368.0440673828125,,
2009-12-22,529.962646484375,,,,,368.0440673828125,,
2009-12-23,534.2410888671875,,,,,368.5422058105469,,
2009-12-24,537.2262573242188,,,,,367.0482177734375,,
2009-12-29,540.41064453125,,,,,378.00482177734375,,
2009-12-30,536.6294555664062,,,,,377.00872802734375,,
2009-12-31,537.6244506835938,,,,,382.985107421875,,
2010-01-04,547.2764282226562,,,,,382.985107421875,,
2010-01-05,549.0675048828125,,,,,384.9770812988281,,
2010-01-06,549.9630126953125,,,,,379.0008544921875,,
2010-01-07,549.5648193359375,,,,,378.00482177734375,,
2010-01-08,550.2616577148438,,,,,378.5027160644531,,
2010-01-11,550.9583129882812,,,,,384.4792175292969,,
2010-01-12,546.8784790039062,,,,,384.4792175292969,,
2010-01-13,544.4902954101562,,,,,381.9891052246094,,
2010-01-14,547.3761596679688,,,,,378.00482177734375,,
2010-01-15,541.9031982421875,,,,,378.00482177734375,,
2010-01-18,546.380859375,,,,,381.490966796875,,
2010-01-19,547.77392578125,,,,,379.0008544921875,,
2010-01-20,539.4154052734375,,,,,374.5184631347656,,
2010-01-21,530.5595092773438,,,,,368.0440673828125,,
2010-01-22,527.8732299804688,,,,,363.56195068359375,,
2010-01-25,523.1961669921875,,,,,363.0639343261719,,
2010-01-26,524.9874877929688,,,,,365.55413818359375,,
2010-01-27,518.5198974609375,,,,,360.07568359375,,
2010-01-28,511.8529052734375,,,,,356.5895080566406,,
2010-01-29,516.1314086914062,,,,,355.5934143066406,,
2010-02-01,521.7039794921875,,,,,359.0796203613281,,
2010-02-02,525.2860717773438,,,,,367.5462341308594,,
2010-02-03,523.2958374023438,,,,,363.56195068359375,,
2010-02-04,511.9523620605469,,,,,360.07568359375,,
2010-02-05,504.489501953125,,,,,354.09942626953125,,
2010-02-08,507.1760559082031,,,,,350.1151123046875,,
2010-02-09,509.9621276855469,,,,,353.10333251953125,,
2010-02-10,512.9473876953125,,,,,358.0835876464844,,
2010-02-11,515.4349975585938,,,,,353.601318359375,,
2010-02-12,513.7432861328125,,,,,353.10333251953125,,
2010-02-15,516.2310791015625,,,,,355.5934143066406,,
2010-02-16,523.1961669921875,,,,,356.5895080566406,,
2010-02-17,527.5745849609375,,,,,361.5697021484375,,
2010-02-18,532.350830078125,,,,,363.0639343261719,,
2010-02-19,535.1369018554688,,,,,360.07568359375,,
2010-02-22,534.639404296875,,,,,362.0678405761719,,
2010-02-23,531.5546875,,,,,364.5579833984375,,
2010-02-24,531.952880859375,,,,,363.0639343261719,,
2010-02-25,524.9874877929688,,,,,361.5697021484375,,
2010-02-26,532.450439453125,,,,,360.07568359375,,
2010-03-01,538.0226440429688,,,,,364.5579833984375,,
2010-03-02,545.3858642578125,,,,,373.02447509765625,,
2010-03-03,550.7591552734375,,,,,374.0206298828125,,
2010-03-04,550.4606323242188,,,,,376.0127258300781,,
2010-03-05,557.625,,,,,380.4949645996094,,
2010-03-08,558.221923828125,,,,,378.00482177734375,,
2010-03-09,557.5254516601562,,,,,372.0284729003906,,
2010-03-10,562.600341796875,,,,,374.5184631347656,,
2010-03-11,560.2119750976562,,,,,372.0284729003906,,
2010-03-12,560.7098388671875,,,,,374.0206298828125,,
2010-03-15,557.4259033203125,,,,,373.02447509765625,,
2010-03-16,560.7098388671875,,,,,373.52252197265625,,
2010-03-17,563.0975952148438,,,,,373.52252197265625,,
2010-03-18,562.7992553710938,,,,,376.0127258300781,,
2010-03-19,564.3914794921875,,,,,373.52252197265625,,
2010-03-22,563.1971435546875,,,,,371.0323181152344,,
2010-03-23,567.3764038085938,,,,,370.5342712402344,,
2010-03-24,566.8789672851562,,,,,372.0284729003906,,
2010-03-25,572.2521362304688,,,,,375.5147399902344,,
2010-03-26,569.6651611328125,,,,,380.4949645996094,,
2010-03-29,570.4611206054688,,,,,383.4831237792969,,
2010-03-30,566.7794799804688,,,,,379.9968566894531,,
2010-03-31,566.978271484375,,,,,379.4989013671875,,
2010-04-01,573.9439086914062,,,,,379.4989013671875,,
2010-04-06,577.52587890625,,,,,383.4831237792969,,
2010-04-07,575.9339599609375,,,,,384.9770812988281,,
2010-04-08,570.95849609375,,,,,381.490966796875,,
2010-04-09,576.53076171875,,,,,386.47137451171875,,
2010-04-12,577.3269653320312,,,,,383.9811096191406,,
2010-04-13,576.0335083007812,,,,,383.4831237792969,,
2010-04-14,579.6157836914062,,,,,383.4831237792969,,
2010-04-15,582.600830078125,,,,,383.9811096191406,,
2010-04-16,574.4412231445312,,,,,382.4870910644531,,
2010-04-19,572.8493041992188,,,,,377.5066833496094,,
2010-04-20,578.8196411132812,,,,,380.9929504394531,,
2010-04-21,572.8493041992188,,,,,383.4831237792969,,
2010-04-22,567.177490234375,,,,,379.0008544921875,,
2010-04-23,572.8493041992188,,,,,381.9891052246094,,
2010-04-26,575.7346801757812,,,,,381.9891052246094,,
2010-04-27,560.7098388671875,,,,,375.5147399902344,,
2010-04-28,559.2169799804688,,,,,367.0482177734375,,
2010-04-29,563.3961791992188,,,,,371.0323181152344,,
2010-04-30,555.734375,,,,,369.04022216796875,,
2010-05-04,542.5997924804688,,,,,361.07183837890625,,
2010-05-05,536.9279174804688,,,,,354.59735107421875,,
2010-05-06,528.5695190429688,,,,,352.1071472167969,,
2010-05-07,515.6338500976562,,,,,333.6801452636719,,
2010-05-10,542.3012084960938,,,,,350.6131591796875,,
2010-05-11,537.1270141601562,,,,,348.62109375,,
2010-05-12,541.8037719726562,,,,,354.09942626953125,,
2010-05-13,547.77392578125,,,,,355.0953063964844,,
2010-05-14,530.8579711914062,,,,,342.644775390625,,
2010-05-17,530.5595092773438,,,,,345.63287353515625,,
2010-05-18,535.73388671875,,,,,352.6052551269531,,
2010-05-19,521.902587890625,,,,,344.1387939453125,,
2010-05-20,512.5493774414062,,,,,337.1662902832031,,
2010-05-21,512.3504028320312,,,,,334.67620849609375,,
2010-05-24,512.9473876953125,,,,,336.668212890625,,
2010-05-25,498.419677734375,,,,,322.72344970703125,,
2010-05-26,502.7976989746094,,,,,325.7115783691406,,
2010-05-27,517.7235107421875,,,,,342.14666748046875,,
2010-05-28,517.4249267578125,,,,,344.63671875,,
2010-06-01,514.73828125,,,,,348.12298583984375,,
2010-06-02,515.0369873046875,,,,,351.6092529296875,,
2010-06-03,521.2064819335938,,,,,355.0953063964844,,
2010-06-04,512.151123046875,,,,,343.6407470703125,,
2010-06-07,506.4795227050781,,,,,337.1662902832031,,
2010-06-08,502.3002624511719,,,,,330.69189453125,,
2010-06-09,508.5691833496094,,,,,335.6723937988281,,
2010-06-10,512.9473876953125,,,,,340.6524353027344,,
2010-06-11,516.2310791015625,,,,,340.6524353027344,,
2010-06-14,520.0121459960938,,,,,343.1426696777344,,
2010-06-15,521.3057250976562,,,,,346.62896728515625,,
2010-06-16,524.19140625,,,,,346.1308898925781,,
2010-06-17,524.7883911132812,,,,,343.1426696777344,,
2010-06-18,524.2911376953125,,,,,343.1426696777344,,
2010-06-21,529.6642456054688,,,,,344.63671875,,
2010-06-22,523.8927612304688,,,,,344.63671875,,
2010-06-23,517.027099609375,,,,,339.158447265625,,
2010-06-24,508.9671936035156,,,,,334.1781311035156,,
2010-06-25,503.9919738769531,,,,,334.1781311035156,,
2010-06-28,506.280517578125,,,,,336.668212890625,,
2010-06-29,491.0563049316406,,,,,331.68798828125,,
2010-06-30,490.7577819824219,,,,,326.20965576171875,,
2010-07-01,479.7127685546875,,,,,320.73138427734375,,
2010-07-02,483.5933837890625,,,,,323.22149658203125,,
2010-07-05,481.3048095703125,,,,,322.72344970703125,,
2010-07-06,494.63861083984375,,,,,328.2017822265625,,
2010-07-07,499.5141296386719,,,,,335.1742248535156,,
2010-07-08,508.6685791015625,,,,,341.1504821777344,,
2010-07-09,512.0517578125,,,,,337.66448974609375,,
2010-07-12,515.136474609375,,,,,339.6565246582031,,
2010-07-13,525.683837890625,,,,,344.1387939453125,,
2010-07-14,523.1961669921875,,,,,341.6485595703125,,
2010-07-15,518.6192626953125,,,,,340.6524353027344,,
2010-07-16,513.8427734375,,,,,337.1662902832031,,
2010-07-19,512.748291015625,,,,,337.66448974609375,,
2010-07-20,511.5542297363281,,,,,338.66046142578125,,
2010-07-21,519.81298828125,,,,,342.644775390625,,
2010-07-22,529.6642456054688,,,,,348.12298583984375,,
2010-07-23,530.2615356445312,,,,,351.111083984375,,
2010-07-26,534.0921630859375,,,,,353.8504333496094,,
2010-07-27,535.3359375,,,,,357.0876159667969,,
2010-07-28,531.3557739257812,,,,,353.601318359375,,
2010-07-29,530.1118774414062,,,,,354.198974609375,,
2010-07-30,525.6339721679688,,,,,349.8162536621094,,
2010-08-02,539.0177001953125,,,,,356.5895080566406,,
2010-08-03,538.7188110351562,,,,,355.2947082519531,,
2010-08-04,539.0177001953125,,,,,352.2069396972656,,
2010-08-05,536.72900390625,,,,,351.40985107421875,,
2010-08-06,533.2462768554688,,,,,347.8241882324219,,
2010-08-09,540.9081420898438,,,,,349.91595458984375,,
2010-08-10,537.6244506835938,,,,,348.02337646484375,,
2010-08-11,524.9874877929688,,,,,344.2382507324219,,
2010-08-12,526.6790771484375,,,,,342.14666748046875,,
2010-08-13,527.7735595703125,,,,,341.8478698730469,,
2010-08-16,527.3755493164062,,,,,340.8518981933594,,
2010-08-17,534.9379272460938,,,,,346.7284851074219,,
2010-08-18,530.5595092773438,,,,,346.7284851074219,,
2010-08-19,521.2064819335938,,,,,343.8399353027344,,
2010-08-20,520.5099487304688,,,,,341.9473571777344,,
2010-08-23,524.2911376953125,,,,,342.34576416015625,,
2010-08-24,516.6290893554688,,,,,340.2542419433594,,
2010-08-25,508.0716247558594,,,,,342.0470275878906,,
2010-08-26,512.8478393554688,,,,,338.162353515625,,
2010-08-27,517.4249267578125,,,,,345.0352478027344,,
2010-08-31,519.4151611328125,,,,,345.33404541015625,,
2010-09-01,533.3457641601562,,,,,354.09942626953125,,
2010-09-02,533.5448608398438,,,,,356.0914611816406,,
2010-09-03,538.9180297851562,,,,,359.4781188964844,,
2010-09-06,540.2117309570312,,,,,361.9682312011719,,
2010-09-07,537.1270141601562,,,,,359.5777587890625,,
2010-09-08,539.913330078125,,,,,362.2671203613281,,
2010-09-09,545.8831787109375,,,,,364.45831298828125,,
2010-09-10,546.9776611328125,,,,,364.8566589355469,,
2010-09-13,552.749267578125,,,,,367.745361328125,,
2010-09-14,553.446044921875,,,,,367.24737548828125,,
2010-09-15,552.0528564453125,,,,,366.6498107910156,,
2010-09-16,550.2616577148438,,,,,363.36273193359375,,
2010-09-17,547.2764282226562,,,,,358.9801330566406,,
2010-09-20,556.530517578125,,,,,365.55413818359375,,
2010-09-21,554.0428466796875,,,,,365.85284423828125,,
2010-09-22,552.2517700195312,,,,,361.1712951660156,,
2010-09-23,551.7543334960938,,,,,360.47412109375,,
2010-09-24,556.6300048828125,,,,,367.844970703125,,
2010-09-27,554.2418212890625,,,,,367.645751953125,,
2010-09-28,554.5406494140625,,,,,366.8487854003906,,
2010-09-29,553.6447143554688,,,,,367.645751953125,,
2010-09-30,551.2564086914062,,,,,365.653564453125,,
2010-10-01,555.734375,,,,,372.5263671875,,
2010-10-04,552.2517700195312,,,,,372.6260681152344,,
2010-10-05,560.4110717773438,,,,,377.6063537597656,,
2010-10-06,564.7892456054688,,,,,383.58270263671875,,
2010-10-07,562.998291015625,,,,,386.37164306640625,,
2010-10-08,562.1027221679688,,,,,382.4870910644531,,
2010-10-11,564.2919311523438,,,,,381.490966796875,,
2010-10-12,563.1971435546875,,,,,381.291748046875,,
2010-10-13,571.3568115234375,,,,,387.56689453125,,
2010-10-14,569.6651611328125,,,,,388.06500244140625,,
2010-10-15,566.7794799804688,,,,,385.9732360839844,,
2010-10-18,571.0579223632812,,,,,384.4792175292969,,
2010-10-19,566.978271484375,,,,,384.8775939941406,,
2010-10-20,569.7647094726562,,,,,385.17645263671875,,
2010-10-21,572.152587890625,,,,,384.6783752441406,,
2010-10-22,570.7596435546875,,,,,383.4831237792969,,
2010-10-25,571.8541259765625,,,,,384.9770812988281,,
2010-10-26,567.475830078125,,,,,384.5788879394531,,
2010-10-27,561.6054077148438,,,,,379.9968566894531,,
2010-10-28,564.9884643554688,,,,,381.7897644042969,,
2010-10-29,564.2919311523438,,,,,380.8933410644531,,
2010-11-01,566.6799926757812,,,,,379.9968566894531,,
2010-11-02,572.9488525390625,,,,,379.89739990234375,,
2010-11-03,573.1476440429688,,,,,380.8933410644531,,
2010-11-04,583.7948608398438,,,,,386.37164306640625,,
2010-11-05,585.3868408203125,,,,,387.9654541015625,,
2010-11-08,583.2972412109375,,,,,385.37567138671875,,
2010-11-09,585.3868408203125,,,,,385.0768127441406,,
2010-11-10,579.6157836914062,,,,,380.8933410644531,,
2010-11-11,578.7199096679688,,,,,379.6981201171875,,
2010-11-12,577.2274169921875,,,,,377.7060546875,,
2010-11-15,579.3169555664062,,,,,379.4989013671875,,
2010-11-16,565.7846069335938,,,,,371.1319885253906,,
2010-11-17,568.0734252929688,,,,,369.43865966796875,,
2010-11-18,576.0335083007812,,,,,371.2316589355469,,
2010-11-19,572.152587890625,,,,,369.23944091796875,,
2010-11-22,567.177490234375,,,,,364.5579833984375,,
2010-11-23,557.3263549804688,,,,,358.68121337890625,,
2010-11-24,561.7047729492188,,,,,354.697021484375,,
2010-11-25,565.8840942382812,,,,,368.3430480957031,,
2010-11-26,562.6998291015625,,,,,367.745361328125,,
2010-11-29,551.2564086914062,,,,,362.3665771484375,,
2010-11-30,549.0675048828125,,,,,359.77685546875,,
